Framework_ID,Framework_Code,Framework_Name,Framework_Version,Framework_Regulator,Framework_Jurisdiction,Domain_ID,Domain_Code,Domain_Name,Domain_Description,Objective_ID,Objective_Code,Objective_Name,Objective_Description,Control_ID,Control_Code,Control_Name,Control_Statement,Control_Objective,Control_Is_Mandatory,Control_Risk_Category,Control_Evidence_Type,Control_Implementation_Guidance,Control_Testing_Guidance,SubControl_ID,SubControl_Code,SubControl_Name,SubControl_Statement,SubControl_Description
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,624,CS-1.1.1,Board oversight,The Board shall approve the cybersecurity strategy and provide oversight.,Ensure proper board oversight,Yes,strategic,report,,,1606,CS-1.1.1.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,625,CS-1.1.2,CISO appointment,A qualified CISO shall be appointed with defined responsibilities.,Ensure proper ciso appointment,Yes,security,policy,,,1607,CS-1.1.2.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,625,CS-1.1.2,CISO appointment,A qualified CISO shall be appointed with defined responsibilities.,Ensure proper ciso appointment,Yes,security,policy,,,1608,CS-1.1.2.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,625,CS-1.1.2,CISO appointment,A qualified CISO shall be appointed with defined responsibilities.,Ensure proper ciso appointment,Yes,security,policy,,,1609,CS-1.1.2.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,626,CS-1.1.3,Security policies,Cybersecurity policies shall be established and approved by management.,Ensure proper security policies,Yes,security,policy,,,1610,CS-1.1.3.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,626,CS-1.1.3,Security policies,Cybersecurity policies shall be established and approved by management.,Ensure proper security policies,Yes,security,policy,,,1611,CS-1.1.3.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,626,CS-1.1.3,Security policies,Cybersecurity policies shall be established and approved by management.,Ensure proper security policies,Yes,security,policy,,,1612,CS-1.1.3.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,627,CS-1.1.4,Risk appetite,Cyber risk appetite shall be defined and communicated.,Ensure proper risk appetite,Yes,security,policy,,,1613,CS-1.1.4.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,627,CS-1.1.4,Risk appetite,Cyber risk appetite shall be defined and communicated.,Ensure proper risk appetite,Yes,security,policy,,,1614,CS-1.1.4.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,69,CS-1,Cybersecurity Governance,,279,CS-1.1,Governance Framework,,627,CS-1.1.4,Risk appetite,Cyber risk appetite shall be defined and communicated.,Ensure proper risk appetite,Yes,security,policy,,,1615,CS-1.1.4.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,628,CS-2.1.1,Risk assessment,Regular cybersecurity risk assessments shall be conducted.,Ensure proper risk assessment,Yes,compliance,report,,,1616,CS-2.1.1.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,628,CS-2.1.1,Risk assessment,Regular cybersecurity risk assessments shall be conducted.,Ensure proper risk assessment,Yes,compliance,report,,,1617,CS-2.1.1.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,628,CS-2.1.1,Risk assessment,Regular cybersecurity risk assessments shall be conducted.,Ensure proper risk assessment,Yes,compliance,report,,,1618,CS-2.1.1.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,629,CS-2.1.2,Threat intelligence,Threat intelligence shall be gathered and analyzed.,Ensure proper threat intelligence,Yes,compliance,report,,,1619,CS-2.1.2.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,629,CS-2.1.2,Threat intelligence,Threat intelligence shall be gathered and analyzed.,Ensure proper threat intelligence,Yes,compliance,report,,,1620,CS-2.1.2.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,629,CS-2.1.2,Threat intelligence,Threat intelligence shall be gathered and analyzed.,Ensure proper threat intelligence,Yes,compliance,report,,,1621,CS-2.1.2.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,630,CS-2.1.3,Risk treatment,Risk treatment plans shall be developed and implemented.,Ensure proper risk treatment,Yes,operational,procedure,,,1622,CS-2.1.3.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,630,CS-2.1.3,Risk treatment,Risk treatment plans shall be developed and implemented.,Ensure proper risk treatment,Yes,operational,procedure,,,1623,CS-2.1.3.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,70,CS-2,Risk Management,,280,CS-2.1,Risk Assessment,,630,CS-2.1.3,Risk treatment,Risk treatment plans shall be developed and implemented.,Ensure proper risk treatment,Yes,operational,procedure,,,1624,CS-2.1.3.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,631,CS-3.1.1,Asset inventory,A comprehensive IT asset inventory shall be maintained.,Ensure proper asset inventory,Yes,operational,record,,,1625,CS-3.1.1.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,631,CS-3.1.1,Asset inventory,A comprehensive IT asset inventory shall be maintained.,Ensure proper asset inventory,Yes,operational,record,,,1626,CS-3.1.1.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,631,CS-3.1.1,Asset inventory,A comprehensive IT asset inventory shall be maintained.,Ensure proper asset inventory,Yes,operational,record,,,1627,CS-3.1.1.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,632,CS-3.1.2,Asset classification,Assets shall be classified based on criticality.,Ensure proper asset classification,Yes,security,configuration,,,1628,CS-3.1.2.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,632,CS-3.1.2,Asset classification,Assets shall be classified based on criticality.,Ensure proper asset classification,Yes,security,configuration,,,1629,CS-3.1.2.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,632,CS-3.1.2,Asset classification,Assets shall be classified based on criticality.,Ensure proper asset classification,Yes,security,configuration,,,1630,CS-3.1.2.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,633,CS-3.1.3,Data classification,Data shall be classified and labeled appropriately.,Ensure proper data classification,Yes,security,configuration,,,1631,CS-3.1.3.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,633,CS-3.1.3,Data classification,Data shall be classified and labeled appropriately.,Ensure proper data classification,Yes,security,configuration,,,1632,CS-3.1.3.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,71,CS-3,Asset Management,,281,CS-3.1,Asset Inventory,,633,CS-3.1.3,Data classification,Data shall be classified and labeled appropriately.,Ensure proper data classification,Yes,security,configuration,,,1633,CS-3.1.3.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,634,CS-4.1.1,Access control policy,An access control policy shall be established.,Ensure proper access control policy,Yes,security,configuration,,,1634,CS-4.1.1.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,634,CS-4.1.1,Access control policy,An access control policy shall be established.,Ensure proper access control policy,Yes,security,configuration,,,1635,CS-4.1.1.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,634,CS-4.1.1,Access control policy,An access control policy shall be established.,Ensure proper access control policy,Yes,security,configuration,,,1636,CS-4.1.1.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,635,CS-4.1.2,User access management,User access shall be managed through the lifecycle.,Ensure proper user access management,Yes,security,configuration,,,1637,CS-4.1.2.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,635,CS-4.1.2,User access management,User access shall be managed through the lifecycle.,Ensure proper user access management,Yes,security,configuration,,,1638,CS-4.1.2.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,635,CS-4.1.2,User access management,User access shall be managed through the lifecycle.,Ensure proper user access management,Yes,security,configuration,,,1639,CS-4.1.2.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,636,CS-4.1.3,Privileged access,Privileged access shall be restricted and monitored.,Ensure proper privileged access,Yes,operational,log,,,1640,CS-4.1.3.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,636,CS-4.1.3,Privileged access,Privileged access shall be restricted and monitored.,Ensure proper privileged access,Yes,operational,log,,,1641,CS-4.1.3.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,636,CS-4.1.3,Privileged access,Privileged access shall be restricted and monitored.,Ensure proper privileged access,Yes,operational,log,,,1642,CS-4.1.3.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,637,CS-4.1.4,Multi-factor authentication,MFA shall be implemented for critical systems.,Ensure proper multi-factor authentication,Yes,security,configuration,,,1643,CS-4.1.4.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,637,CS-4.1.4,Multi-factor authentication,MFA shall be implemented for critical systems.,Ensure proper multi-factor authentication,Yes,security,configuration,,,1644,CS-4.1.4.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,72,CS-4,Access Control,,282,CS-4.1,Identity and Access Management,,637,CS-4.1.4,Multi-factor authentication,MFA shall be implemented for critical systems.,Ensure proper multi-factor authentication,Yes,security,configuration,,,1645,CS-4.1.4.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,638,CS-5.1.1,Security monitoring,Continuous security monitoring shall be implemented.,Ensure proper security monitoring,Yes,operational,log,,,1646,CS-5.1.1.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,638,CS-5.1.1,Security monitoring,Continuous security monitoring shall be implemented.,Ensure proper security monitoring,Yes,operational,log,,,1647,CS-5.1.1.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,638,CS-5.1.1,Security monitoring,Continuous security monitoring shall be implemented.,Ensure proper security monitoring,Yes,operational,log,,,1648,CS-5.1.1.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,639,CS-5.1.2,Vulnerability management,A vulnerability management program shall be established.,Ensure proper vulnerability management,Yes,compliance,report,,,1649,CS-5.1.2.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,639,CS-5.1.2,Vulnerability management,A vulnerability management program shall be established.,Ensure proper vulnerability management,Yes,compliance,report,,,1650,CS-5.1.2.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,639,CS-5.1.2,Vulnerability management,A vulnerability management program shall be established.,Ensure proper vulnerability management,Yes,compliance,report,,,1651,CS-5.1.2.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,640,CS-5.1.3,Patch management,Timely patching of systems shall be performed.,Ensure proper patch management,Yes,security,configuration,,,1652,CS-5.1.3.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,640,CS-5.1.3,Patch management,Timely patching of systems shall be performed.,Ensure proper patch management,Yes,security,configuration,,,1653,CS-5.1.3.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,640,CS-5.1.3,Patch management,Timely patching of systems shall be performed.,Ensure proper patch management,Yes,security,configuration,,,1654,CS-5.1.3.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,641,CS-5.1.4,Malware protection,Malware protection shall be deployed on all endpoints.,Ensure proper malware protection,Yes,operational,procedure,,,1655,CS-5.1.4.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,641,CS-5.1.4,Malware protection,Malware protection shall be deployed on all endpoints.,Ensure proper malware protection,Yes,operational,procedure,,,1656,CS-5.1.4.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,73,CS-5,Security Operations,,283,CS-5.1,Security Monitoring,,641,CS-5.1.4,Malware protection,Malware protection shall be deployed on all endpoints.,Ensure proper malware protection,Yes,operational,procedure,,,1657,CS-5.1.4.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,74,CS-6,Incident Response,,284,CS-6.1,Incident Management,,642,CS-6.1.1,Incident response plan,An incident response plan shall be established.,Ensure proper incident response plan,Yes,operational,procedure,,,1658,CS-6.1.1.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,74,CS-6,Incident Response,,284,CS-6.1,Incident Management,,642,CS-6.1.1,Incident response plan,An incident response plan shall be established.,Ensure proper incident response plan,Yes,operational,procedure,,,1659,CS-6.1.1.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,74,CS-6,Incident Response,,284,CS-6.1,Incident Management,,642,CS-6.1.1,Incident response plan,An incident response plan shall be established.,Ensure proper incident response plan,Yes,operational,procedure,,,1660,CS-6.1.1.c,Report to board,Provide regular IT and security reporting to board.,Provide regular IT and security reporting to board.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,74,CS-6,Incident Response,,284,CS-6.1,Incident Management,,643,CS-6.1.2,Incident detection,Incident detection capabilities shall be implemented.,Ensure proper incident detection,Yes,operational,procedure,,,1661,CS-6.1.2.a,Establish IT governance,Establish IT governance framework aligned with business objectives.,Establish IT governance framework aligned with business objectives.
14,CBB,CBB Cyber Security Framework,2023,Central Bank of Bahrain,Bahrain,74,CS-6,Incident Response,,284,CS-6.1,Incident Management,,643,CS-6.1.2,Incident detection,Incident detection capabilities shall be implemented.,Ensure proper incident detection,Yes,operational,procedure,,,1662,CS-6.1.2.b,Define IT strategy,Define and maintain IT strategy.,Define and maintain IT strategy.
